show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre
s142,Movie,X-Men: The Last Stand,Brett Ratner,"Hugh Jackman, Halle Berry, Ian McKellen, Famke Janssen, Anna Paquin, Kelsey Grammer","United States, United Kingdom, Canada","May 14, 2021",2006,PG-13,105 min,"Action-Adventure, Family, Science Fiction"
s143,TV Show,The Incredible Hulk,,"Neal McDonough, John Vernon, Luke Perry, Lou Ferrigno, Genie Francis",United States,"May 10, 2021",1996,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids"
s144,Movie,Fantastic Four: Rise of the Silver Surfer,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington","United States, Germany, United Kingdom","May 7, 2021",2007,PG,93 min,"Action-Adventure, Family, Science Fiction"
s145,TV Show,Wander Over Yonder,,"Jack McBrayer, April Winchell, Keith Ferguson, Tom Kenny","United States, Canada, Ireland","May 7, 2021",2013,TV-Y7,2 Seasons,Comedy
s146,Movie,Wild Hearts Can't Be Broken,Steve Miner,"Gabrielle Anwar, Michael Schoeffling, Kathleen York, Dylan Kussman, Cliff Robertson, Frank Renzulli",United States,"May 7, 2021",1991,G,89 min,"Biographical, Drama"
s147,Movie,"Maggie Simpson in ""The Force Awakens from its Nap""",David Silverman,,,"May 4, 2021",2021,TV-PG,4 min,"Animation, Comedy, Parody"
s148,Movie,Star Wars Biomes,,,,"May 4, 2021",2021,TV-G,18 min,Science Fiction
s149,TV Show,Star Wars Vehicle Flythroughs,,,,"May 4, 2021",2021,TV-G,1 Season,"Anthology, Science Fiction"
s150,TV Show,The Bad Batch,,Dee Bradley Baker,,"May 4, 2021",2021,TV-PG,1 Season,"Action-Adventure, Animation, Science Fiction"
s151,TV Show,Spider-Man,,"Christopher Daniel Barnes, Edward Asner, Linda Gray, Rodney Saulsberry, Liz Georges, Saratoga Ballantine",United States,"May 3, 2021",1994,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids"
s152,Movie,22 vs. Earth,Kevin Nolting,"Tina Fey, Richard Ayoade, Alice Braga",,"April 30, 2021",2021,TV-PG,9 min,"Animation, Comedy, Family"
s153,TV Show,Adventures in Wonderland,,"Patrick Richwood, Reece Holland, John Robert Hoffman, Wesley Mann, Harry Waters Jr., John Lovelady",,"April 30, 2021",1996,TV-G,1 Season,"Fantasy, Musical"
s154,Movie,Disney My Music Story SUKIMASWITCH,Kentaro Takayanagi,"Takuya Ohashi, Shintaro Tokita",,"April 30, 2021",2020,TV-PG,81 min,"Biographical, Documentary, Music"
s155,TV Show,DuckTales,,"David Tennant, Danny Pudi, Ben Schwartz, Bobby Moynihan, Kate Micucci, Tony Anselmo",United States,"April 30, 2021",2017,TV-Y7,3 Seasons,"Action-Adventure, Animation, Comedy"
s156,Movie,Oklahoma!,Fred Zinnemann,"Gordon MacRae, Gloria Grahame, Gene Nelson",United States,"April 30, 2021",1956,TV-PG,148 min,"Musical, Romance, Western"
s157,Movie,Baby's Day Out,Patrick Read Johnson,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley, Cynthia Nixon, Fred Dalton Thompson",United States,"April 23, 2021",1994,PG,99 min,"Action-Adventure, Comedy, Crime"
s158,Movie,Being the Queen,Tom Jennings,,United States,"April 23, 2021",2020,TV-14,44 min,"Biographical, Documentary"
s159,TV Show,Liv and Maddie,,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",United States,"April 23, 2021",2013,TV-G,4 Seasons,"Comedy, Coming of Age, Kids"
s160,TV Show,Secrets of the Whales,,"Sigourney Weaver, James Cameron, Brian Skerry",,"April 22, 2021",2021,TV-PG,1 Season,"Animals & Nature, Docuseries"
s161,TV Show,Big Shot,,"John Stamos, Jessalyn Gilsig, Yvette Nicole Brown, Richard Robichaux, Sophia Mitri Schloss, Nell Verlaque",,"April 16, 2021",2021,TV-PG,1 Season,"Comedy, Drama, Sports"
s162,TV Show,Earth Moods,,,,"April 16, 2021",2021,TV-G,1 Season,"Animals & Nature, Anthology"
s163,TV Show,Primal Survivor,,Hazen Audel,United States,"April 16, 2021",2014,TV-PG,5 Seasons,"Docuseries, Reality, Survival"
s164,Movie,Rio,Carlos Saldanha,"Anne Hathaway, Jesse Eisenberg, will.i.am , Jamie Foxx, George Lopez, Tracy Morgan","United States, Brazil","April 16, 2021",2011,G,99 min,"Action-Adventure, Animation, Comedy"
s165,Movie,The Kid Who Would Be King,Joe Cornish,"Louis Ashbourne Serkis, Tom Taylor, Rebecca Ferguson, Patrick Stewart, Denise Gough, Dean Chaumoo","United Kingdom, United States","April 16, 2021",2019,PG,121 min,"Action-Adventure, Coming of Age, Family"
s166,Movie,Treasure Buddies,Robert Vince,"Richard Riehle, Mason Cook, Adam Alexi-Malle, Lochlyn Munro, Mo Gallini, Christopher Maleki","United States, Canada","April 16, 2021",2012,G,96 min,"Action-Adventure, Comedy, Kids"
s167,Movie,White Fang 2: Myth of the White Wolf,Ken Olin,"Scott Bairstow, Charmaine Craig, Alfred Molina, Geoffrey Lewis, Al Harrington, Anthony Michael Ruivivar",United States,"April 16, 2021",1994,PG,106 min,"Action-Adventure, Animals & Nature, Drama"
s168,Movie,Cesar Millan: The Real Story,Doug Shultz,Cesar Millan,United States,"April 9, 2021",2012,TV-PG,45 min,"Biographical, Documentary"
s169,TV Show,Future-Worm!,,"Andy Milonakis, James Adomian, Corey Burton, Melanie Lynskey, Ryan Quincy, Neil deGrasse Tyson",United States,"April 9, 2021",2016,TV-Y7,1 Season,"Family, Kids"
s170,TV Show,Kick Buttowski: Suburban Daredevil,,"Charlie Schlatter, Matt Jones, Danny Cooksey",United States,"April 9, 2021",2010,TV-Y7,2 Seasons,"Action-Adventure, Animation"
s171,Movie,Man of the House,James Orr,"Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",United States,"April 9, 2021",1995,PG,97 min,"Comedy, Coming of Age, Crime"
s172,Movie,Mark Twain and Me,Daniel Petrie,"Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid, Chris Wiggins, Amy Stewart","Canada, United States","April 9, 2021",1991,TV-PG,93 min,"Biographical, Coming of Age, Drama"
s173,Movie,Squanto: A Warrior's Tale,Xavier Koller,"Adam Beach, Eric Schweig, Michael Gambon, Nathaniel Parker, Alex Norton, Sheldon Peters Wolfchild","United States, Canada","April 9, 2021",1994,PG,102 min,"Action-Adventure, Biographical, Drama"
s174,Movie,Caravan of Courage: An Ewok Adventure,John Korty,"Eric Walker, Warwick Davis, Fionnula Flanagan, Guy Boyd, Aubree Miller, Daniel Frishman",,"April 2, 2021",1984,TV-PG,97 min,"Action-Adventure, Fantasy, Science Fiction"
s175,Movie,Ewoks: The Battle for Endor,"Jim Wheat, Ken Wheat","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips, Carel Struycken, Niki Botelho",United States,"April 2, 2021",1985,TV-PG,97 min,"Action-Adventure, Fantasy, Science Fiction"
s176,TV Show,Higglytown Heroes,,"Frankie Ryan Manriquez, Taylor Masamitsu, Liliana Mumy, Rory Thost, Edie McClurg","United States, South Korea","April 2, 2021",2004,TV-Y,2 Seasons,"Animation, Kids, Musical"
s177,Movie,Island at the Top of the World,Robert Stevenson,"David Hartman, Donald Sinden, Jacques Marin, Mako , David Gwillim, Agneta Eckemyr",United States,"April 2, 2021",1974,G,94 min,"Action-Adventure, Fantasy, Survival"
s178,TV Show,Made in a Day,,Craig Whitney,United States,"April 2, 2021",2020,TV-PG,1 Season,Reality
s179,Movie,Night at the Museum,Shawn Levy,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Jake Cherry","United States, United Kingdom","April 2, 2021",2006,PG,109 min,"Action-Adventure, Comedy, Family"
s180,Movie,Night at the Museum: Battle of the Smithsonian,Shawn Levy,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria, Christopher Guest, Alain Chabat","United States, Canada","April 2, 2021",2009,PG,106 min,"Action-Adventure, Comedy, Family"
s181,TV Show,Secrets Of The Zoo,,Mocean Melvin,,"April 2, 2021",2017,TV-PG,4 Seasons,"Animals & Nature, Docuseries, Family"
s182,Movie,Sharks Of The Bermuda Triangle,,Mike New,,"April 2, 2021",2020,TV-PG,45 min,"Animals & Nature, Documentary"
s183,TV Show,Star Wars Vintage: Clone Wars 2D Micro-Series,,"Mat Lucas, James Arnold Taylor, Tom Kane, Grey DeLisle, Corey Burton, André Sogliuzzo",,"April 2, 2021",2021,TV-Y7-FV,1 Season,Series
s184,Movie,Star Wars Vintage: Story of the Faithful Wookiee,,,,"April 2, 2021",2021,TV-Y7-FV,9 min,Animation
s185,TV Show,Star Wars: Ewoks,,"Jim Henshaw, Cree Summer Francks, Jackie Burroughs, George Buza, Doug Chamberlain, Paul Chato",,"April 2, 2021",1985,TV-Y7-FV,2 Seasons,"Action-Adventure, Animation, Fantasy"
s186,Movie,The Big Year,David Frankel,"Steve Martin, Jack Black, Owen Wilson, Brian Dennehy, Anjelica Huston, Rashida Jones","United States, Canada","April 2, 2021",2011,PG,101 min,"Animals & Nature, Comedy"
s187,Movie,The Last Ice,Scott Ressler,,United States,"April 2, 2021",2020,TV-14,82 min,"Animals & Nature, Documentary"
s188,Movie,Third Man on the Mountain,Ken Annakin,"Michael Rennie, James MacArthur, Janet Munro, James Donald, Herbert Lom, Laurence Naismith","United States, United Kingdom","April 2, 2021",1959,G,107 min,"Action-Adventure, Coming of Age, Family"
s189,TV Show,Walk the Prank,,"Cody Veith, Bryce Gheisar, Brandon Severs, Jillian Shea Spaeder, Tobie Windham",United States,"April 2, 2021",2016,TV-Y7,3 Seasons,"Comedy, Reality"
s190,Movie,Gnomeo & Juliet,Kelly Asbury,"James McAvoy, Emily Blunt, Matt Lucas, Ashley Jensen, Michael Caine, Jim Cummings","United Kingdom, United States, Canada, Ireland","March 26, 2021",2011,G,86 min,"Action-Adventure, Animation, Family"
s191,TV Show,Pickle and Peanut,,"Johnny Pemberton, Jon Heder, Dana Snyder, Joel Trussell",United States,"March 26, 2021",2015,TV-Y7,2 Seasons,Comedy
s192,TV Show,The Mighty Ducks: Game Changers,,,,"March 26, 2021",2021,TV-PG,1 Season,"Comedy, Drama, Sports"
s193,TV Show,Disney Big Hero 6 The Series,,"Scott Adsit, Ryan Potter, Brooks Wheelan, Jamie Chung, Khary Payton, Genesis Rodriguez",United States,"March 19, 2021",2017,TV-G,3 Seasons,"Action-Adventure, Animation, Kids"
s194,Movie,Disney My Music Story: Perfume,Kentaro Takayanagi,"a-chan , KASHIYUKA , NOCCHi",,"March 19, 2021",2019,,53 min,"Biographical, Documentary, Music"
s195,TV Show,Mexico Untamed,,Juan Monsalvez,,"March 19, 2021",2018,TV-PG,1 Season,"Animals & Nature, Docuseries"
s196,TV Show,The Falcon and The Winter Soldier,,"Anthony Mackie, Sebastian Stan, Daniel Brühl, Emily VanCamp, Wyatt Russell",,"March 19, 2021",2021,TV-14,1 Season,"Action-Adventure, Buddy, Science Fiction"
s197,Movie,Doc McStuffins: The Doc Is In,Chris Hamilton,"Laya DeLeon Hayes, Loretta Devine, Lara Jill Miller, Robbie Rist, Anthony Anderson, Dr Myiesha Taylor,  MD",,"March 12, 2021",2020,TV-Y,24 min,"Animation, Kids, Medical"
s198,TV Show,Marvel Studios ASSEMBLED,,,,"March 12, 2021",2021,,1 Season,"Anthology, Docuseries"
s199,Movie,Miss Peregrine's Home for Peculiar Children,Tim Burton,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett, Allison Janney","United States, United Kingdom, Belgium, Canada","March 12, 2021",2016,PG-13,127 min,"Coming of Age, Fantasy"
s200,Movie,Own the Room,"Cristina Costantini, Darren Foster","Alondra Toledo, Daniela Blanco, Henry Onyango, Jason Hadzikostas, Santosh Pandey",,"March 12, 2021",2021,TV-14,91 min,Documentary
s201,Movie,Garfield: A Tail of Two Kitties,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray","United Kingdom, United States","March 5, 2021",2006,PG,79 min,"Comedy, Family, Kids"
s202,TV Show,American Dragon: Jake Long,,"Dante Basco, Jeff Bennett, Amy Bruckner, John DiMaggio, Charlie Finn, Kittie",United States,"February 26, 2021",2004,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s203,TV Show,Car SOS,,,United Kingdom,"February 26, 2021",2012,TV-PG,8 Seasons,"Buddy, Comedy, Docuseries"
s204,TV Show,Disney Channel Games 2008,,,,"February 26, 2021",2008,TV-G,1 Season,"Game Show / Competition, Sports, Variety"
s205,TV Show,Disney Roll It Back (Shorts),,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham, JC Currais",,"February 26, 2021",2019,TV-Y7,1 Season,"Comedy, Docuseries, Family"
s206,TV Show,Dog With a Blog,,"G Hannelius, Blake Michael, Francesca Capaldi, Stephen Full, Regan Burns, Beth Littleford",United States,"February 26, 2021",2012,TV-G,3 Seasons,"Comedy, Fantasy"
s207,TV Show,Mickey Go Local,,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar, Suzana Binti Ahmad",,"February 26, 2021",2019,TV-G,1 Season,"Animation, Comedy, Kids"
s208,Movie,Myth: A Frozen Tale,Jeff Gipson,Evan Rachel Wood,United States,"February 26, 2021",2021,TV-G,12 min,"Animation, Family, Fantasy"
s209,Movie,Okavango: River of Dreams,"Dereck Joubert, Beverly Joubert",Dereck Joubert,"Austria, South Africa","February 26, 2021",2020,TV-PG,95 min,"Animals & Nature, Documentary"
s210,TV Show,Pair of Kings,,"Mitchel Musso, Doc Shaw, Kelsey Chow, Ryan Ochoa, Geno Segers",United States,"February 26, 2021",2010,TV-Y7,3 Seasons,"Action-Adventure, Comedy, Coming of Age"
s211,TV Show,Secrets of Sulphur Springs,,"Preston Oliver, Kyliegh Curran, Elle Graham, Madeleine McGraw, Landon Gordon, Kelly Frye",United States,"February 26, 2021",2021,TV-PG,1 Season,"Family, Fantasy, Mystery"
s212,Movie,Shanghai Disney Resort Grand Opening Gala,,,,"February 26, 2021",2016,TV-G,24 min,Variety
s213,Movie,Cheaper By the Dozen,Shawn Levy,"Steve Martin, Bonnie Hunt, Hilary Duff, Tom Welling, Piper Perabo",United States,"February 19, 2021",2003,PG,99 min,"Comedy, Family"
s214,Movie,Cheaper by the Dozen 2,Adam Shankman,"Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling, Piper Perabo, Carmen Electra","United States, Canada","February 19, 2021",2005,PG,95 min,"Comedy, Family"
s215,Movie,Flora & Ulysses,Lena Khan,"Matilda Lawler, Alyson Hannigan, Ben Schwartz, Anna Deavere Smith, Danny Pudi, Benjamin Evan Ainsworth",United States,"February 19, 2021",2021,PG,95 min,"Comedy, Coming of Age, Drama"
s216,Movie,The Book of Life,Jorge R. Gutiérrez,"Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman, Christina Applegate, Ice Cube",,"February 19, 2021",2014,PG,101 min,"Action-Adventure, Animation, Comedy"
s217,TV Show,The Muppet Show,,"Jim Henson, Frank Oz, Dave Goelz, Richard Hunt, Eren Ozker, John Lovelady","United States, United Kingdom","February 19, 2021",1976,TV-PG,5 Seasons,"Comedy, Family, Variety"
s218,TV Show,Marvel Battleworld: Mystery of the Thanostones,,"Giles Panton, Rebecca Shoichet, Jesse Inocalla, Brad Swaile, Deven Mack, Ian Hanlin",United States,"February 12, 2021",2020,TV-Y7-FV,1 Season,"Action-Adventure, Animation, Fantasy"
s219,Movie,Marvel's Behind the Mask,,,,"February 12, 2021",2021,TV-14,65 min,"Anthology, Documentary"
s220,Movie,Rodgers & Hammerstein's Cinderella,Robert Iscove,"Brandy Norwood, Whitney Houston, Bernadette Peters, Paolo Montalbán, Whoopi Goldberg, Victor Garber",,"February 12, 2021",1997,G,86 min,"Comedy, Family, Fantasy"
s221,Movie,You Again,Andy Fickman,"Kristen Bell, Sigourney Weaver, Jamie Lee Curtis, Odette Yustman, Kristin Chenoweth, Victor Garber",United States,"February 12, 2021",2010,PG,106 min,Comedy
s222,Movie,Disney My Music Story: Yoshiki,Kentaro Takayanagi,YOSHIKI,"United States, Japan","February 5, 2021",2019,TV-PG,48 min,"Biographical, Documentary, Music"
s223,Movie,Expedition Everest,Katie Bauer Murdock,Tate Donovan,United States,"February 5, 2021",2020,TV-PG,45 min,"Animals & Nature, Documentary"
s224,Movie,Upside-Down Magic,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina","United States, Canada","February 5, 2021",2020,TV-PG,97 min,"Coming of Age, Fantasy"
s225,TV Show,Wicked Tuna: Outer Banks,,Bill Ratner,,"February 5, 2021",2013,TV-14,7 Seasons,"Animals & Nature, Docuseries, Family"
s226,TV Show,Dinosaurs,,,United States,"January 29, 2021",1991,TV-PG,4 Seasons,"Comedy, Family"
s227,Movie,Texas Storm Squad,Natalie Hewit,Sam Douglas,,"January 29, 2021",2020,TV-14,44 min,Documentary
s228,TV Show,Pixar Popcorn,,"Ellen DeGeneres, Craig T. Nelson, Holly Hunter, Keegan-Michael Key, Jordan Peele",United States,"January 22, 2021",2021,TV-PG,1 Season,"Animation, Anthology, Family"
s229,Movie,Wild Uganda,Harald Pokieser,Russell Boulter,,"January 22, 2021",2018,TV-PG,45 min,"Animals & Nature, Documentary"
s230,TV Show,Elena of Avalor,,"Aimee Carrero, Jenna Ortega, Keith Ferguson, Jillian Reed, Carlos Alazraqui, Mikey Kelley",United States,"January 15, 2021",2015,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy"
s231,Movie,Isle of Dogs,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban, Jeff Goldblum, Bill Murray","United States, Germany, United Kingdom","January 15, 2021",2018,PG-13,102 min,"Action-Adventure, Animation, Comedy"
s232,Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters, Pixie Davies","United States, United Kingdom","January 15, 2021",2018,PG,140 min,"Family, Fantasy, Musical"
s233,TV Show,WandaVision,,"Elizabeth Olsen, Paul Bettany, Teyonah Parris, Kathryn Hahn, Randall Park, Kat Dennings",United States,"January 15, 2021",2021,TV-14,1 Season,"Drama, Fantasy, Mystery"
s234,TV Show,Disney Fam Jam,,"Phil Wright, Ariel Martin, Trevor Tordjman",United States,"January 8, 2021",2020,TV-G,1 Season,"Family, Game Show / Competition, Reality"
s235,Movie,Ferdinand,Carlos Saldanha,"Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy, Carlos Saldanha, Jeremy Sisto","United States, Spain","January 8, 2021",2017,PG,111 min,"Action-Adventure, Animation, Comedy"
s236,TV Show,Marvel Studios LEGENDS,,,United States,"January 8, 2021",2021,TV-14,1 Season,"Action-Adventure, Docuseries, Fantasy"
s237,Movie,Toy Story: That Time Forgot,Steve Purcell,"Tom Hanks, Tim Allen, Kristen Schaal, Kevin McKidd, Emily Hahn, Wallace Shawn",United States,"January 8, 2021",2014,TV-G,22 min,"Action-Adventure, Animation, Comedy"
s238,Movie,700 Sharks,Luc Marescot,Paul Bandey,France,"January 1, 2021",2018,TV-PG,45 min,"Animals & Nature, Documentary"
s239,Movie,Big Sharks Rule,,Lance Lewman,,"January 1, 2021",2018,TV-14,45 min,"Animals & Nature, Documentary"
s240,Movie,Dr. Seuss' Horton Hears a Who!,"Jimmy Hayward, Steve Martino","Jim Carrey, Steve Carell, Will Arnett, Seth Rogen, Isla Fisher, Amy Poehler",United States,"January 1, 2021",2008,G,88 min,"Animation, Comedy, Family"
s241,Movie,Great Shark Chow Down,Mark Woodward,Dan Nachtrab,,"January 1, 2021",2019,TV-PG,45 min,"Animals & Nature, Documentary"
s242,Movie,Mega Hammerhead,"Brandon Hill, Marc Ostrick",Neil Hammerschlag,United States,"January 1, 2021",2016,TV-PG,43 min,"Animals & Nature, Documentary"
s243,Movie,Burrow,Madeline Sharafian,,United States,"December 25, 2020",2020,G,6 min,"Animation, Family"
s244,TV Show,Cosmos: Possible Worlds,,Neil deGrasse Tyson,United States,"December 25, 2020",2020,TV-14,1 Season,"Action-Adventure, Docuseries, Family"
s245,TV Show,Disney Gallery / Star Wars: The Mandalorian,,"Jon Favreau, Dave Filoni, Pedro Pascal, Bryce Howard, Taika Waititi, Carl Weathers",United States,"December 25, 2020",2020,TV-PG,2 Seasons,"Action-Adventure, Docuseries, Family"
s246,Movie,Max Keeble's Big Move,Tim Hill,"Alex D. Linz, Larry Miller, Jamie Kennedy, Zena Grey, Josh Peck, Nora Dunn",United States,"December 25, 2020",2001,PG,88 min,"Comedy, Family"
s247,Movie,Soul,Pete Docter,"Jamie Foxx, Tina Fey, Angela Bassett, Ahmir-Khalib ""Questlove"" Thompson, Phylicia Rashad, Daveed Diggs",United States,"December 25, 2020",2020,PG,107 min,"Animation, Comedy, Family"
s248,Movie,Arendelle Castle Yule Log,,,United States,"December 18, 2020",2020,TV-G,180 min,"Animation, Family"
s249,Movie,Buried Truth of the Maya,,Josh Bernstein,United States,"December 18, 2020",2020,TV-PG,48 min,"Documentary, Historical"
s250,TV Show,Disney Parks Sunrise Series,,,,"December 18, 2020",2021,TV-G,1 Season,"Animals & Nature, Docuseries, Family"
s251,Movie,Dory's Reef Cam,Michal Makarewicz,,United States,"December 18, 2020",2020,TV-G,182 min,"Animation, Family"
s252,Movie,Eddie the Eagle,Dexter Fletcher,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson, Jack Costello, Taron Egerton","United Kingdom, Germany, United States","December 18, 2020",2016,PG-13,107 min,"Biographical, Comedy, Drama"
s253,Movie,Into the Woods,Rob Marshall,"Meryl Streep, Emily Blunt, James Corden, Anna Kendrick, Chris Pine, Tracey Ullman",United States,"December 18, 2020",2014,PG,126 min,"Action-Adventure, Fantasy, Musical"
s254,Movie,"Miraculous World: New York, United Heroez",Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Selah Victor, Sabrina Weisz","United Kingdom, United States, France","December 18, 2020",2020,TV-Y7-FV,60 min,"Action-Adventure, Animation, Fantasy"
